CNES;CODUFMUN;REGSAUDE;MICR_REG;DISTRSAN;DISTRADM;TPGESTAO;PF_PJ;CPF_CNPJ;NIV_DEP;CNPJ_MAN;ESFERA_A;ATIVIDAD;RETENCAO;NATUREZA;CLIENTEL;TP_UNID;TURNO_AT;NIV_HIER;TERCEIRO;TP_LEITO;CODLEITO;QT_EXIST;QT_CONTR;QT_SUS;QT_NSUS;COMPETEN;NAT_JUR;ARQUIVO_ORIGEM;UF_REF;MES_REF;ANO_REF
2077558;350050;0207;;;;M;3;60975737009450;1;00000000000000;;04;;;03;05;06;;;2;33;22;0;15;7;202401;3999;LTSP2401.csv;SP;01;2024
2077558;350050;0207;;;;M;3;60975737009450;1;00000000000000;;04;;;03;05;06;;;4;43;8;0;6;2;202401;3999;LTSP2401.csv;SP;01;2024
2077558;350050;0207;;;;M;3;60975737009450;1;00000000000000;;04;;;03;05;06;;;5;45;8;0;6;2;202401;3999;LTSP2401.csv;SP;01;2024
2077558;350050;0207;;;;M;3;60975737009450;1;00000000000000;;04;;;03;05;06;;;1;03;4;0;3;1;202401;3999;LTSP2401.csv;SP;01;2024
2774720;350070;0206;;;;M;3;43138320000115;1;00000000000000;;04;;;01;05;06;;;1;03;18;0;10;8;202401;3999;LTSP2401.csv;SP;01;2024
2774720;350070;0206;;;;M;3;43138320000115;1;00000000000000;;04;;;01;05;06;;;2;33;22;0;15;7;202401;3999;LTSP2401.csv;SP;01;2024
2774720;350070;0206;;;;M;3;43138320000115;1;00000000000000;;04;;;01;05;06;;;4;10;6;0;5;1;202401;3999;LTSP2401.csv;SP;01;2024
2774720;350070;0206;;;;M;3;43138320000115;1;00000000000000;;04;;;01;05;06;;;5;45;8;0;8;0;202401;3999;LTSP2401.csv;SP;01;2024
2716593;350100;213;;;;M;3;56889595000132;1;00000000000000;;04;;;03;05;06;;;5;45;1;0;1;0;202401;3999;LTSP2401.csv;SP;01;2024
2716593;350100;213;;;;M;3;56889595000132;1;00000000000000;;04;;;03;05;06;;;1;11;1;0;1;0;202401;3999;LTSP2401.csv;SP;01;2024
2716593;350100;213;;;;M;3;56889595000132;1;00000000000000;;04;;;03;05;06;;;4;10;1;0;1;0;202401;3999;LTSP2401.csv;SP;01;2024
2716593;350100;213;;;;M;3;56889595000132;1;00000000000000;;04;;;03;05;06;;;1;03;1;0;1;0;202401;3999;LTSP2401.csv;SP;01;2024
2716593;350100;213;;;;M;3;56889595000132;1;00000000000000;;04;;;03;05;06;;;2;33;17;0;15;2;202401;3999;LTSP2401.csv;SP;01;2024
2081806;350110;0202;;;;M;3;00000000000000;3;44440121000120;;04;;;03;05;06;;;5;45;2;0;2;0;202401;1244;LTSP2401.csv;SP;01;2024
2081806;350110;0202;;;;M;3;00000000000000;3;44440121000120;;04;;;03;05;06;;;2;33;12;0;10;2;202401;1244;LTSP2401.csv;SP;01;2024
2081806;350110;0202;;;;M;3;00000000000000;3;44440121000120;;04;;;03;05;06;;;1;03;5;0;4;1;202401;1244;LTSP2401.csv;SP;01;2024
2081806;350110;0202;;;;M;3;00000000000000;3;44440121000120;;04;;;03;05;06;;;4;10;3;0;3;0;202401;1244;LTSP2401.csv;SP;01;2024
0749990;350115;;;;;M;3;31917803000139;1;00000000000000;;04;;;03;36;06;;;6;48;100;0;0;100;202401;2062;LTSP2401.csv;SP;01;2024
0749990;350115;;;;;M;3;31917803000139;1;00000000000000;;04;;;03;36;06;;;2;87;20;0;0;20;202401;2062;LTSP2401.csv;SP;01;2024
2080508;350130;0211;;;;M;3;44852267000182;1;00000000000000;;04;;;03;05;06;;;2;33;18;0;16;2;202401;3999;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;5;45;8;0;8;0;202401;1244;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;4;43;7;0;7;0;202401;1244;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;2;33;62;0;62;0;202401;1244;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;1;13;17;0;17;0;202401;1244;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;4;10;15;0;15;0;202401;1244;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;1;03;13;0;13;0;202401;1244;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;3;81;5;0;5;0;202401;1244;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;3;75;17;0;16;1;202401;1244;LTSP2401.csv;SP;01;2024
2058790;350160;0207;;;;M;3;00000000000000;3;45781176000166;;04;;;03;05;06;;;5;68;2;0;2;0;202401;1244;LTSP2401.csv;SP;01;2024
2081733;350160;0212;;;;M;3;43266220000174;1;00000000000000;;04;;;03;07;06;;;6;47;70;0;20;50;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;3;75;15;0;0;15;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;5;68;4;0;0;4;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;2;33;22;0;0;22;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;3;78;2;0;0;2;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;4;43;4;0;0;4;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;5;45;8;0;8;0;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;3;81;8;0;2;6;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;1;03;28;0;0;28;202401;3999;LTSP2401.csv;SP;01;2024
2082179;350160;0207;;;;M;3;43252758000120;1;00000000000000;;04;;;03;05;06;;;4;10;20;0;2;18;202401;3999;LTSP2401.csv;SP;01;2024
2688255;350160;0207;;;;M;3;04708391000154;1;00000000000000;;04;;;03;62;04;;;7;07;2;0;0;2;202401;2062;LTSP2401.csv;SP;01;2024
2688700;350160;0207;;;;M;3;43254267000118;1;00000000000000;;04;;;03;05;06;;;2;33;24;0;0;24;202401;2054;LTSP2401.csv;SP;01;2024
2688700;350160;0207;;;;M;3;43254267000118;1;00000000000000;;04;;;03;05;06;;;3;78;6;0;0;6;202401;2054;LTSP2401.csv;SP;01;2024
2688700;350160;0207;;;;M;3;43254267000118;1;00000000000000;;04;;;03;05;06;;;1;13;4;0;0;4;202401;2054;LTSP2401.csv;SP;01;2024
2688700;350160;0207;;;;M;3;43254267000118;1;00000000000000;;04;;;03;05;06;;;3;75;8;0;0;8;202401;2054;LTSP2401.csv;SP;01;2024
2688700;350160;0207;;;;M;3;43254267000118;1;00000000000000;;04;;;03;05;06;;;5;45;8;0;0;8;202401;2054;LTSP2401.csv;SP;01;2024
2688700;350160;0207;;;;M;3;43254267000118;1;00000000000000;;04;;;03;05;06;;;7;07;4;0;0;4;202401;2054;LTSP2401.csv;SP;01;2024
2688700;350160;0207;;;;M;3;43254267000118;1;00000000000000;;04;;;03;05;06;;;1;03;26;0;0;26;202401;2054;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;5;68;10;0;0;10;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;3;76;10;0;0;10;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;3;82;7;0;0;7;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;1;03;22;0;0;22;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;4;10;16;0;0;16;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;5;45;6;0;0;6;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;4;43;10;0;0;10;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;7;07;7;0;0;7;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;3;95;14;0;0;14;202401;2143;LTSP2401.csv;SP;01;2024
3038130;350160;0207;;;;M;3;48628366000721;1;00000000000000;;04;;;03;05;06;;;2;33;21;0;0;21;202401;2143;LTSP2401.csv;SP;01;2024
2079194;350170;0203;;;;E;3;46374500002308;3;46374500000194;;04;;;02;05;06;;;6;49;73;0;73;0;202401;1023;LTSP2401.csv;SP;01;2024
2079194;350170;0203;;;;E;3;46374500002308;3;46374500000194;;04;;;02;05;06;;;2;33;20;0;20;0;202401;1023;LTSP2401.csv;SP;01;2024
2079194;350170;0203;;;;E;3;46374500002308;3;46374500000194;;04;;;02;05;06;;;2;46;68;0;68;0;202401;1023;LTSP2401.csv;SP;01;2024
2090171;350170;203;;;;M;3;00000000000000;3;43976166000150;;04;;;01;15;06;;;5;45;2;0;2;0;202401;1244;LTSP2401.csv;SP;01;2024
2090171;350170;203;;;;M;3;00000000000000;3;43976166000150;;04;;;01;15;06;;;2;33;16;0;16;0;202401;1244;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;05;3;0;3;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;03;4;0;4;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;2;31;2;0;2;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;2;33;38;0;38;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;16;2;0;2;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;15;2;0;2;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;14;2;0;2;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;13;2;0;2;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;11;2;0;2;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;08;2;0;2;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;7;07;12;0;12;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;1;06;3;0;3;0;202401;1023;LTSP2401.csv;SP;01;2024
6164366;350170;0203;;;;E;3;46374500016350;3;46374500000194;;03;;;02;05;06;;;3;75;10;0;10;0;202401;1023;LTSP2401.csv;SP;01;2024
2078848;350190;0207;;;;M;3;43464197000122;1;00000000000000;;04;;;03;05;06;;;2;33;18;0;16;2;202401;3999;LTSP2401.csv;SP;01;2024
2078848;350190;0207;;;;M;3;43464197000122;1;00000000000000;;04;;;03;05;06;;;1;03;23;0;20;3;202401;3999;LTSP2401.csv;SP;01;2024
2078848;350190;0207;;;;M;3;43464197000122;1;00000000000000;;04;;;03;05;06;;;4;43;12;0;8;4;202401;3999;LTSP2401.csv;SP;01;2024
2078848;350190;0207;;;;M;3;43464197000122;1;00000000000000;;04;;;03;05;06;;;3;75;9;0;7;2;202401;3999;LTSP2401.csv;SP;01;2024
2078848;350190;0207;;;;M;3;43464197000122;1;00000000000000;;04;;;03;05;06;;;5;45;6;0;4;2;202401;3999;LTSP2401.csv;SP;01;2024
2082195;350190;0207;;;;M;3;43464882000159;1;00000000000000;;04;;;03;05;06;;;3;75;2;0;0;2;202401;3999;LTSP2401.csv;SP;01;2024
2082195;350190;0207;;;;M;3;43464882000159;1;00000000000000;;04;;;03;05;06;;;1;03;15;0;0;15;202401;3999;LTSP2401.csv;SP;01;2024
2082195;350190;0207;;;;M;3;43464882000159;1;00000000000000;;04;;;03;05;06;;;4;10;6;0;0;6;202401;3999;LTSP2401.csv;SP;01;2024
2082195;350190;0207;;;;M;3;43464882000159;1;00000000000000;;04;;;03;05;06;;;3;66;1;0;1;0;202401;3999;LTSP2401.csv;SP;01;2024
2082195;350190;0207;;;;M;3;43464882000159;1;00000000000000;;04;;;03;05;06;;;2;33;19;0;6;13;202401;3999;LTSP2401.csv;SP;01;2024
2084317;350190;0207;;;;M;3;43464031000106;1;00000000000000;;04;;;02;07;06;;;6;47;273;0;160;113;202401;3999;LTSP2401.csv;SP;01;2024
9232141;350190;207;;;;E;3;46374500025936;3;46374500000194;;04;;;02;36;03;;;7;07;2;0;2;0;202401;1023;LTSP2401.csv;SP;01;2024
0297607;350210;2;;;;M;3;22126051000105;1;00000000000000;;04;;;01;07;03;;;1;11;1;0;0;1;202401;2062;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;4;10;9;0;6;3;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;2;31;3;0;3;0;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;2;33;42;0;30;12;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;2;41;13;0;11;2;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;5;45;9;0;5;4;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;5;68;4;0;2;2;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;3;75;10;0;10;0;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;3;95;11;0;10;1;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;1;03;16;0;6;10;202401;3999;LTSP2401.csv;SP;01;2024
2082691;350210;0202;;;;M;3;43535210000197;1;00000000000000;;04;;;03;05;06;;;4;43;10;0;6;4;202401;3999;LTSP2401.csv;SP;01;2024
6473954;350210;2;;;;M;3;02111053000105;1;00000000000000;;04;;;01;36;04;;;1;15;1;0;0;1;202401;2062;LTSP2401.csv;SP;01;2024
2082748;350220;216;;;;M;3;43600261000155;1;00000000000000;;04;;;03;05;06;;;1;03;11;0;11;0;202401;3999;LTSP2401.csv;SP;01;2024
2082748;350220;216;;;;M;3;43600261000155;1;00000000000000;;04;;;03;05;06;;;4;10;4;0;4;0;202401;3999;LTSP2401.csv;SP;01;2024
2082748;350220;216;;;;M;3;43600261000155;1;00000000000000;;04;;;03;05;06;;;6;47;4;0;4;0;202401;3999;LTSP2401.csv;SP;01;2024
2082748;350220;216;;;;M;3;43600261000155;1;00000000000000;;04;;;03;05;06;;;4;43;2;0;2;0;202401;3999;LTSP2401.csv;SP;01;2024
2082748;350220;216;;;;M;3;43600261000155;1;00000000000000;;04;;;03;05;06;;;5;45;9;0;9;0;202401;3999;LTSP2401.csv;SP;01;2024
2082748;350220;216;;;;M;3;43600261000155;1;00000000000000;;04;;;03;05;06;;;2;33;27;0;24;3;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;1;03;27;0;23;4;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;4;10;2;0;0;2;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;2;33;25;0;23;2;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;2;41;5;0;0;5;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;3;75;9;0;9;0;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;5;45;9;0;2;7;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;6;47;20;0;20;0;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;5;68;2;0;1;1;202401;3999;LTSP2401.csv;SP;01;2024
2083051;350250;0217;;;;E;3;43667179000148;1;00000000000000;;04;;;03;05;06;;;4;43;2;0;0;2;202401;3999;LTSP2401.csv;SP;01;2024
2078937;350260;0215;;;;M;3;45129202000176;1;00000000000000;;04;;;01;05;06;;;1;03;1;0;1;0;202401;3999;LTSP2401.csv;SP;01;2024
2078937;350260;0215;;;;M;3;45129202000176;1;00000000000000;;04;;;01;05;06;;;5;45;2;0;2;0;202401;3999;LTSP2401.csv;SP;01;2024
2078937;350260;0215;;;;M;3;45129202000176;1;00000000000000;;04;;;01;05;06;;;2;33;11;0;10;1;202401;3999;LTSP2401.csv;SP;01;2024
2082098;350270;216;;;;M;3;43723907000191;1;00000000000000;;04;;;03;05;06;;;1;03;13;0;12;1;202401;3999;LTSP2401.csv;SP;01;2024
2082098;350270;216;;;;M;3;43723907000191;1;00000000000000;;04;;;03;05;06;;;4;10;11;0;9;2;202401;3999;LTSP2401.csv;SP;01;2024
2082098;350270;216;;;;M;3;43723907000191;1;00000000000000;;04;;;03;05;06;;;2;33;13;0;12;1;202401;3999;LTSP2401.csv;SP;01;2024
2082098;350270;216;;;;M;3;43723907000191;1;00000000000000;;04;;;03;05;06;;;5;68;2;0;2;0;202401;3999;LTSP2401.csv;SP;01;2024
2082098;350270;216;;;;M;3;43723907000191;1;00000000000000;;04;;;03;05;06;;;4;43;3;0;2;1;202401;3999;LTSP2401.csv;SP;01;2024
2082098;350270;216;;;;M;3;43723907000191;1;00000000000000;;04;;;03;05;06;;;5;45;7;0;6;1;202401;3999;LTSP2401.csv;SP;01;2024
2082098;350270;216;;;;M;3;43723907000191;1;00000000000000;;04;;;03;05;06;;;2;41;2;0;2;0;202401;3999;LTSP2401.csv;SP;01;2024
0249033;350280;;;;;M;3;03302026000263;1;00000000000000;;04;;;01;62;03;;;1;11;18;0;0;18;202401;2062;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;2;44;10;0;8;2;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;1;03;54;0;27;27;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;3;92;10;0;10;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;1;06;6;0;4;2;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;3;93;4;0;4;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;4;43;4;0;4;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;1;02;8;0;6;2;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;3;81;17;0;17;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;3;78;3;0;3;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;1;08;6;0;5;1;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;3;95;12;0;12;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;4;10;12;0;12;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;1;13;17;0;12;5;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;1;09;20;0;14;6;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;5;45;14;0;10;4;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;2;31;3;0;3;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;3;66;6;0;5;1;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;2;32;10;0;7;3;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;5;68;5;0;4;1;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;2;33;42;0;37;5;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;1;12;9;0;7;2;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;3;75;40;0;40;0;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;2;40;6;0;5;1;202401;3999;LTSP2401.csv;SP;01;2024
2078775;350280;0202;;;;E;3;43751502000167;1;00000000000000;;04;;;03;05;06;;;2;42;12;0;10;2;202401;3999;LTSP2401.csv;SP;01;2024
2082675;350280;0202;;;;M;3;49572688000173;1;00000000000000;;04;;;02;05;06;;;3;66;2;0;2;0;202401;3999;LTSP2401.csv;SP;01;2024
2082675;350280;0202;;;;M;3;49572688000173;1;00000000000000;;04;;;02;05;06;;;6;34;84;0;84;0;202401;3999;LTSP2401.csv;SP;01;2024
3366219;350280;0202;;;;M;3;51093193000456;1;00000000000000;;04;;;03;05;06;;;1;11;8;0;0;8;202401;2143;LTSP2401.csv;SP;01;2024
3366219;350280;0202;;;;M;3;51093193000456;1;00000000000000;;04;;;03;05;06;;;4;10;10;0;0;10;202401;2143;LTSP2401.csv;SP;01;2024
3366219;350280;0202;;;;M;3;51093193000456;1;00000000000000;;04;;;03;05;06;;;1;06;6;0;0;6;202401;2143;LTSP2401.csv;SP;01;2024
